From	To	Species	Gene Name
ATPB	20129509	Fargesia spathacea	ATP synthase CF1 beta subunit(atpB)
ATPB	26897054	Cynanchum auriculatum	AtpB(atpB)
ATPB	23629535	Vertebrata lanosa	ATP synthase subunit beta(atpB)
ATPB	25192424	Haloxylon ammodendron	ATP synthase CF1 beta subunit(atpB)
ATPB	25020779	Encephalartos lehmannii	ATP synthase CF1 beta chain(atpB)
ATPB	16792089	Nannochloropsis oceanica	CF1 beta subunit of ATP synthase(atpB)
ATPB	24144110	Lonicera japonica	ATP synthase CF1 beta subunit(atpB)
ATPB	2853962	[Bacillus thuringiensis] serovar konkukian str. 97-27	ATP synthase F0F1 subunit A(atpB)
ATPB	880089	Pseudomonas aeruginosa PAO1	ATP synthase subunit A(atpB)
ATPB	3989156	Gossypium hirsutum	ATP synthase CF1 beta subunit(atpB)
ATPB	26834050	Metanarthecium luteoviride	ATP synthase CF1 beta subunit(atpB)
ATPB	28481505	Ampelocalamus naibunensis	ATP synthase CF1 beta subunit(atpB)
ATPB	10610181	Jacobaea vulgaris	ATP synthase CF1 beta subunit(atpB)
ATPB	27213055	Echinochloa frumentacea	AtpB(atpB)
ATPB	20159959	Fritillaria hupehensis	ATP synthase CF1 beta subunit(atpB)
ATPB	2546496	Amborella trichopoda	ATPase beta chain(atpB)
ATPB	18129435	Viviania marifolia	ATP synthase CF1 beta subunit(atpB)
ATPB	24019862	Campynema lineare	ATP synthase CF1 beta subunit(atpB)
ATPB	18127319	Gossypium sturtianum	ATP synthase CF1 beta subunit(atpB)
ATPB	22163984	Pentalinon luteum	ATP synthase CF1 beta subunit(atpB)
ATPB	22283628	Morus mongolica	ATP synthase CF1 beta subunit(atpB)
ATPB	27909241	Iochroma cyaneum	ATP synthase CF1 beta subunit(atpB)
ATPB	22831947	Bowenia serrulata	ATP synthase CF1 beta chain(atpB)
ATPB	24418114	Lens culinaris	ATP synthase CF1 beta subunit(atpB)
ATPB	17728923	Phragmites australis	ATP synthase CF1 beta subunit(atpB)
ATPB	24288203	Lathyrus palustris	ATP synthase CF1 beta subunit(atpB)
ATPB	2715576	Spinacia oleracea	ATPase beta chain(atpB)
ATPB	9829569	Erodium texanum	ATP synthase CF1 beta subunit(atpB)
ATPB	26895306	Sabia yunnanensis	ATP synthase CF1 beta subunit(atpB)
ATPB	4271603	Nandina domestica	ATP synthase CF1 beta subunit(atpB)
ATPB	26890391	Goodyera schlechtendaliana	ATP synthase CF1 beta subunit(atpB)
ATPB	1790743	Rhodopirellula baltica SH 1	protein ATP synthase A chain(atpB)
ATPB	9073362	Lathyrus sativus	ATP synthase CF1 beta subunit(atpB)
ATPB	14469417	Ophioglossum californicum	ATP synthase subunit beta(atpB)
ATPB	27249224	Lodoicea maldivica	ATP synthase CF1 beta subunit(atpB)
ATPB	7564869	Jatropha curcas	ATP synthase CF1 beta subunit(atpB)
ATPB	1187297	[Pseudomonas syringae] pv. tomato str. DC3000	F0F1 ATP synthase subunit A(atpB)
ATPB	11030382	Wolffiella lingulata	ATP synthase CF1 beta subunit(atpB)
ATPB	5536615	Cuscuta reflexa	ATP synthase CF1 beta subunit(atpB)
ATPB	27430775	Geranium maderense	ATP synthase CF1 beta subunit(atpB)
ATPB	24121237	Trachydiscus minutus	ATP synthase CF1, subunit beta(atpB)
ATPB	25016240	Ammophila breviligulata	ATP synthase CF1 beta subunit(atpB)
ATPB	26888489	Ionopsidium acaule	ATP synthase CF1 beta subunit(atpB)
ATPB	20833859	Roundia cardiophora	ATP synthase CF1 beta subunit(atpB)
ATPB	19019082	Juniperus scopulorum	ATP synthase CF1 beta subunit(atpB)
ATPB	26381324	Undaria pinnatifida	ATP synthase CF1 beta chain(atpB)
ATPB	17098635	Camellia yunnanensis	ATP synthase CF1 beta subunit(atpB)
ATPB	24249111	Neololeba atra	ATP synthase CF1 beta subunit(atpB)
ATPB	24251279	Guadua weberbaueri	ATP synthase CF1 beta subunit(atpB)
ATPB	24418064	Lathyrus tingitanus	ATP synthase CF1 beta subunit(atpB)
ATPB	17962016	Helianthus grosseserratus	ATP synthase CF1 beta subunit(atpB)
ATPB	24570996	Podococcus barteri	ATP synthase CF1 beta subunit(atpB)
ATPB	25018207	Phaenosperma globosum	ATP synthase CF1 beta subunit(atpB)
ATPB	27440332	Urochloa brizantha	ATP synthase CF1 beta subunit(atpB)
ATPB	20006285	Salix interior	ATPase beta subunit(atpB)
ATPB	4308390	Stigeoclonium helveticum	ATP synthase CF1 beta subunit(atpB)
ATPB	26037852	Alloteropsis angusta	ATP synthase CF1 beta subunit(atpB)
ATPB	27984938	Cosmarium botrytis	CF1 beta subunit of ATP synthase(atpB)
ATPB	27438463	Iochroma umbellatum	ATP synthase CF1 beta subunit(atpB)
ATPB	26128317	Brassica juncea	ATP synthase CF1 beta subunit(atpB)
ATPB	4290673	Morus indica	ATP synthase CF1 beta subunit(atpB)
ATPB	27218577	Chloris barbata	ATP synthase CF1 beta subunit(atpB)
ATPB	24573387	Trillium decumbens	ATP synthase CF1 beta chain(atpB)
ATPB	22160224	Choricystis parasitica	CF1 beta subunit of ATP synthase(atpB)
ATPB	27247289	Epimedium pseudowushanense	ATP synthase CF1 subunit beta(atpB)
ATPB	1119054	Clostridium acetobutylicum ATCC 824	ATP synthase F0F1 subunit A(atpB)
ATPB	4962680	Crucihimalaya wallichii	ATP synthase CF1 beta subunit(atpB)
ATPB	15332317	Pleodorina starrii	CF1 beta subunit of ATP synthase(atpB)
ATPB	17081196	Eucalyptus marginata	ATP synthase CF1 beta subunit(atpB)
ATPB	15823681	Cymbidium tracyanum	ATP synthase CF1 beta chain(atpB)
ATPB	25020643	Lepidozamia peroffskyana	ATP synthase CF1 beta chain(atpB)
ATPB	23454619	Salix suchowensis	ATP synthase CF1 beta subunit(atpB)
ATPB	20129643	Fargesia yunnanensis	ATP synthase CF1 beta subunit(atpB)
ATPB	25077786	Teleaulax amphioxeia	ATP synthase CF1 beta subunit(atpB)
ATPB	29070650	Gracilaria chorda	ATP synthase CF1 beta subunit(atpB)
ATPB	11539417	Gossypium tomentosum	ATP synthase CF1 beta subunit(atpB)
ATPB	801389	Epifagus virginiana	pseudo(atpB)
ATPB	6335616	Heterosigma akashiwo	ATP synthase CF1 beta subunit(atpB)
ATPB	26376883	Dendrobium chrysotoxum	ATP synthase CF1 beta subunit(atpB)
ATPB	7055967	Vaucheria litorea	ATP synthase CF1 beta subunit(atpB)
ATPB	19591204	Fragaria iinumae	ATP synthase CF1 beta subunit(atpB)
ATPB	23631599	Iochroma stenanthum	ATP synthase CF1 beta subunit(atpB)
ATPB	17083372	Eucalyptus erythrocorys	ATP synthase CF1 beta subunit(atpB)
ATPB	26379432	Tilia mandshurica	ATP synthase CF1 beta subunit(atpB)
ATPB	13230327	Datura stramonium	ATP synthase CF1 beta subunit(atpB)
ATPB	25018469	Phleum alpinum	ATP synthase CF1 beta subunit(atpB)
ATPB	4178219	Populus alba	ATP synthase CF1 beta subunit(atpB)
ATPB	27214722	Aconitum chiisanense	ATP synthase CF1 beta subunit(atpB)
ATPB	860669	Chaetosphaeridium globosum	ATPase beta chain(atpB)
ATPB	19221607	Pyropia perforata	ATP synthase CF1 beta subunit(atpB)
ATPB	4929676	Populus trichocarpa	ATP synthase CF1 beta subunit(atpB)
ATPB	26374868	Capsella grandiflora	ATP synthase CF1 beta subunit(atpB)
ATPB	27212924	Stachys byzantina	(atpB)
ATPB	29077012	Pelargonium quercifolium	ATP synthase CF1 beta subunit(atpB)
ATPB	3131462	Oryza sativa Japonica Group	ATPase beta chain(atpB)
ATPB	24288107	Cynara humilis	ATP synthase CF1 beta subunit(atpB)
ATPB	2666842	Bordetella pertussis Tohama I	ATP synthase subunit A(atpB)
ATPB	18129546	Hypseocharis bilobata	ATP synthase CF1 beta subunit(atpB)
ATPB	24286197	Lepidodinium chlorophorum	ATP synthase CF1 beta subunit(atpB)
ATPB	22164114	Corallorhiza bulbosa	ATP synthase CF1 beta subunit(atpB)
ATPB	14659787	Pavlova lutheri	ATP synthase CF1 subunit beta(atpB)
ATPB	24404296	Trillium cuneatum	ATP synthase CF1 beta chain(atpB)
ATPB	26520221	Miscanthus sacchariflorus	ATP synthase CF1 beta subunit(atpB)
ATPB	14564223	Nothoceros aenigmaticus	(atpB)
ATPB	20524000	Hakonechloa macra	ATP synthase CF1 beta subunit(atpB)
ATPB	24148131	Physalis peruviana	ATP synthase CF1 beta subunit(atpB)
ATPB	18127184	Gossypium stocksii	ATP synthase CF1 beta subunit(atpB)
ATPB	29072729	Thorea hispida	ATP synthase CF1 beta subunit(atpB)
ATPB	9073260	Anomochloa marantoidea	ATP synthase CF1 beta subunit(atpB)
ATPB	26218496	Isatis tinctoria	ATPase beta subunit(atpB)
ATPB	19591365	Hyoscyamus niger	ATP synthase CF1 beta subunit(atpB)
ATPB	26047826	Setaria viridis	ATP synthase CF1 beta subunit(atpB)
ATPB	20159823	Hanabusaya asiatica	ATP synthase CF1 beta chain(atpB)
ATPB	26890262	Goodyera procera	ATP synthase CF1 beta subunit(atpB)
ATPB	4099984	Solanum tuberosum	ATP synthase CF1 beta subunit(atpB)
ATPB	10200463	Erodium carvifolium	ATP synthase CF1 beta subunit(atpB)
ATPB	22549547	Artemisia montana	ATP synthase CF1 beta chain(atpB)
ATPB	20834014	Cerataulina daemon	ATP synthase CF1 beta subunit(atpB)
ATPB	7150825	Escherichia coli IAI39	F0F1 ATP synthase subunit A(atpB)
ATPB	27985116	Coleochaete scutata	CF1 beta subunit of ATP synthase(atpB)
ATPB	26895176	Meliosma aff. cuneifolia Moore 333	ATP synthase CF1 beta subunit(atpB)
ATPB	26892416	Angelica gigas	AtpB(atpB)
ATPB	22974741	Premna microphylla	ATP synthase CF1 beta subunit(atpB)
ATPB	5729425	Ceratophyllum demersum	ATP synthase CF1 beta subunit(atpB)
ATPB	10965202	Phyllostachys nigra var. henonis	ATP synthase CF1 beta subunit(atpB)
ATPB	26888616	Arabidopsis arenosa	ATPase beta subunit(atpB)
ATPB	29075135	Actinidia tetramera	ATP synthase CF1 subunit beta(atpB)
ATPB	17674288	Kalopanax septemlobus	ATP synthase CF1 beta subunit(atpB)
ATPB	24418273	Vicia sativa	ATP synthase CF1 beta subunit(atpB)
ATPB	22160263	Paradoxia multiseta	CF1 beta subunit of ATP synthase(atpB)
ATPB	19739429	Asterionella formosa	ATP synthase CF1 subunit beta(atpB)
ATPB	5536750	Cuscuta gronovii	ATP synthase CF1 beta subunit(atpB)
ATPB	8774905	Vigna radiata	ATP synthase CF1 beta subunit(atpB)
ATPB	24573221	Euglenaria anabaena	ATPase beta subunit(atpB)
ATPB	27249358	Leucothrinax morrisii	ATP synthase CF1 beta subunit(atpB)
ATPB	4715849	Yersinia enterocolitica subsp. enterocolitica 8081	F0F1 ATP synthase subunit A(atpB)
ATPB	27440201	Urochloa decumbens	ATP synthase CF1 beta subunit(atpB)
ATPB	19019202	Juniperus virginiana	ATP synthase CF1 beta subunit(atpB)
ATPB	27109503	Panicum miliaceum	ATP synthase CF1 beta subunit(atpB)
ATPB	9481130	Chromerida sp. RM11	ATP synthase CF1 beta subunit(atpB)
ATPB	26836183	Iris sanguinea	AtpB(atpB)
ATPB	22162280	Phalaenopsis hybrid cultivar	ATP synthase CF1 beta subunit(atpB)
ATPB	17962149	Helianthus divaricatus	ATP synthase CF1 beta subunit(atpB)
ATPB	14971024	Chondrus crispus	ATP synthase CF1 beta chain(atpB)
ATPB	7197134	Phaeodactylum tricornutum CCAP 1055/1	hypothetical protein(atpB)
ATPB	26897329	Saussurea involucrata	ATP synthase CF1, subunit beta(atpB)
ATPB	24249240	Olmeca reflexa	ATP synthase CF1 beta subunit(atpB)
ATPB	27218443	Bouteloua gracilis	ATP synthase CF1 beta subunit(atpB)
ATPB	27210922	Stenogyne haliakalae	(atpB)
ATPB	12486632	Oryza rufipogon	ATP synthase CF1 beta subunit(atpB)
ATPB	4788193	Angiopteris evecta	ATP synthase CF1 beta subunit(atpB)
ATPB	26522480	Gnetum ula	ATP synthase CF1 beta chain(atpB)
ATPB	25102831	Sporobolus maritimus	ATP synthase CF1 beta subunit(atpB)
ATPB	25020507	Dioon spinulosum	ATP synthase CF1 beta chain(atpB)
ATPB	10200568	Coccomyxa subellipsoidea C-169	ATP synthase CF1 beta subunit(atpB)
ATPB	25016147	Oryza officinalis	ATP synthase CF1 beta subunit(atpB)
ATPB	26037976	Alloteropsis cimicina	ATP synthase CF1 beta subunit(atpB)
ATPB	26042347	Clematis terniflora	ATP synthase CF1 beta subunit(atpB)
ATPB	27247156	Epimedium lishihchenii	ATP synthase CF1 subunit beta(atpB)
ATPB	11123508	Panicum virgatum	ATP synthase CF1 beta subunit(atpB)
ATPB	13230169	Erycina pusilla	ATP synthase CF1 beta subunit(atpB)
ATPB	25768342	Lathraea squamaria	ATPase beta subunit(atpB)
ATPB	26939150	Wildemania schizophylla	ATP synthase CF1 beta subunit(atpB)
ATPB	8594773	Ectocarpus siliculosus	ATP synthase CF1, subunit beta(atpB)
ATPB	20523931	Eriachne stipacea	ATP synthase CF1 beta subunit(atpB)
ATPB	29077115	Pelargonium trifidum	ATP synthase CF1 beta subunit(atpB)
ATPB	27982012	Ulva linza	ATP synthase subunit beta(atpB)
ATPB	5333118	Medicago truncatula	ATP synthase CF1 beta subunit(atpB)
ATPB	17081332	Eucalyptus curtisii	ATP synthase CF1 beta subunit(atpB)
ATPB	20129777	Gaoligongshania megalothyrsa	ATP synthase CF1 beta subunit(atpB)
ATPB	27109453	Ankyra judayi	CF1 beta subunit of ATP synthase(atpB)
ATPB	17083236	Eucalyptus guilfoylei	ATP synthase CF1 beta subunit(atpB)
ATPB	26379301	Tilia amurensis	ATP synthase CF1 beta subunit(atpB)
ATPB	25018337	Phalaris arundinacea	ATP synthase CF1 beta subunit(atpB)
ATPB	25018600	Piptochaetium avenaceum	ATP synthase CF1 beta subunit(atpB)
ATPB	17080380	Eucalyptus sieberi	ATP synthase CF1 beta subunit(atpB)
ATPB	22975108	Cupressus sempervirens	ATP synthase CF1 beta subunit(atpB)
ATPB	9441924	Amycolatopsis mediterranei U32	F-type H+-transporting ATPase subunit a(atpB)
ATPB	24287447	Lathyrus pubescens	ATP synthase CF1 beta subunit(atpB)
ATPB	26888746	Arabidopsis cebennensis	ATPase beta subunit(atpB)
ATPB	24419578	Lathyrus inconspicuus	ATP synthase CF1 beta subunit(atpB)
ATPB	8655820	Parthenium argentatum	ATP synthase CF1 beta subunit(atpB)
ATPB	27108112	Dendrobium pendulum	ATP synthase CF1 beta subunit(atpB)
ATPB	26894549	Akebia trifoliata	ATP synthase CF1 beta subunit(atpB)
ATPB	26219432	Dendrobium huoshanense	ATP synthase CF1 beta subunit(atpB)
ATPB	5236493	Chloranthus spicatus	ATP synthase CF1 beta subunit(atpB)
ATPB	26521746	Eutrema yunnanense	ATP synthase CF1 beta subunit(atpB)
ATPB	20523077	Centotheca lappacea	ATP synthase CF1 beta subunit(atpB)
ATPB	27214044	Pinus armandii	H+-ATPase beta subunit(atpB)
ATPB	27110291	Drosera rotundifolia	AtpB(atpB)
ATPB	22161542	Sapindus mukorossi	ATP synthase CF1 beta subunit(atpB)
ATPB	7256650	Trifolium subterraneum	ATP synthase CF1 beta subunit(atpB)
ATPB	26893063	Zizania latifolia	ATP synthase CF1 beta subunit(atpB)
ATPB	18985324	Arundinaria appalachiana	ATP synthase CF1 beta subunit(atpB)
ATPB	19019310	Magnolia tripetala	ATP synthase CF1 beta subunit(atpB)
ATPB	4238808	Ostreococcus tauri	ATP synthase CF1 beta subunit(atpB)
ATPB	27211589	Haplostachys haplostachya	(atpB)
ATPB	17082556	Eucalyptus spathulata	ATP synthase CF1 beta subunit(atpB)
ATPB	6440082	Oedogonium cardiacum	ATP synthase CF1 beta subunit(atpB)
ATPB	24285287	Lathyrus davidii	ATP synthase CF1 beta subunit(atpB)
ATPB	22910201	Orthotrichum rogeri	AtpB(atpB)
ATPB	11538594	Gossypium raimondii	ATP synthase CF1 beta subunit(atpB)
ATPB	27985764	Zea diploperennis	ATP synthase CF1 beta subunit(atpB)
ATPB	26898883	Quercus baronii	ATP synthase CF1 beta subunit(atpB)
ATPB	26046321	Pelargonium cotyledonis	ATP synthase CF1 beta subunit(atpB)
ATPB	845170	Zea mays	ATPase beta chain(atpB)
ATPB	8154100	Streptococcus suis BM407	ATP synthase subunit A(atpB)
ATPB	20523129	Chionochloa macra	ATP synthase CF1 beta subunit(atpB)
ATPB	19522622	Euglenaformis proxima	ATPase beta subunit(atpB)
ATPB	10743889	Nelumbo nucifera	ATP synthase CF1 beta subunit(atpB)
ATPB	1462991	Prochlorococcus marinus subsp. marinus str. CCMP1375	ATP synthase chain a(atpB)
ATPB	28480746	Perilla citriodora	(atpB)
ATPB	22163718	Nerium oleander	ATP synthase CF1 beta subunit(atpB)
ATPB	23631250	Cattleya crispata	ATP synthase CF1 beta chain(atpB)
ATPB	26891190	Centropodia glauca	ATP synthase CF1 beta subunit(atpB)
ATPB	17428142	Veratrum patulum	ATP synthase CF1 beta chain(atpB)
ATPB	22159410	Lobosphaera incisa	CF1 beta subunit of ATP synthase(atpB)
ATPB	12799220	Gossypium gossypioides	ATP synthase CF1 beta subunit(atpB)
ATPB	24419510	Sartidia perrieri	ATP synthase CF1 beta subunit(atpB)
ATPB	14469750	Quercus rubra	ATP synthase CF1 beta subunit(atpB)
ATPB	9830290	Myriopteris lindheimeri	ATP synthase CF1 beta subunit(atpB)
ATPB	27438680	Geranium incanum	ATP synthase CF1 beta subunit(atpB)
ATPB	4549166	Sorghum bicolor	ATP synthase CF1 beta subunit(atpB)
ATPB	15822933	Tetracentron sinense	ATP synthase CF1 beta subunit(atpB)
ATPB	19740792	Lecomtella madagascariensis	ATP synthase CF1 beta subunit(atpB)
ATPB	22910098	Campanula takesimana	ATP synthase CF1 beta chain(atpB)
ATPB	4525186	Hordeum vulgare subsp. vulgare	ATP synthase CF1 beta subunit(atpB)
ATPB	10251526	Fragaria vesca subsp. vesca	ATP synthase CF1 beta subunit(atpB)
ATPB	14056670	Lolium multiflorum	ATP synthase CF1 beta subunit(atpB)
ATPB	17097908	Berberis bealei	ATP synthase CF1 beta subunit(atpB)
ATPB	9073050	Pisum sativum	ATP synthase CF1 beta subunit(atpB)
ATPB	29070904	Veronica nakaiana	ATP synthase CF1 beta subunit(atpB)
ATPB	6797493	Cicer arietinum	ATP synthase CF1 beta subunit(atpB)
ATPB	13435930	Magnolia denudata	AtpB(atpB)
ATPB	18667124	Auxenochlorella protothecoides	beta subunit of ATP synthase(atpB)
ATPB	5696631	Lolium perenne	ATP synthase CF1 beta subunit(atpB)
ATPB	27247024	Epimedium koreanum	ATP synthase CF1 subunit beta(atpB)
ATPB	17962814	Helianthus maximiliani	ATP synthase CF1 beta subunit(atpB)
ATPB	24573636	Dieffenbachia seguine	ATP synthase CF1 beta subunit(atpB)
ATPB	8798776	Streptococcus mitis B6	proton-translocating ATPase, F0 sector, subunit a(atpB)
ATPB	16791712	Nannochloropsis oculata	CF1 beta subunit of ATP synthase(atpB)
ATPB	25193923	Fatsia japonica	ATP synthase CF1 beta subunit(atpB)
ATPB	19834552	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	ATP synthase F0F1 subunit A(atpB)
ATPB	25017423	Diarrhena obovata	ATP synthase CF1 beta subunit(atpB)
ATPB	19222337	Licania heteromorpha	ATP synthase CF1 beta subunit(atpB)
ATPB	27250831	Areca vestiaria	ATP synthase CF1 beta subunit(atpB)
ATPB	2717034	Chlamydomonas reinhardtii	ATPase beta chain(atpB)
ATPB	18267278	Pinguicula ehlersiae	ATP synthase CF1 beta subunit(atpB)
ATPB	27248956	Nypa fruticans	ATP synthase CF1 beta subunit(atpB)
ATPB	24019140	Paphiopedilum niveum	ATP synthase CF1 subunit beta(atpB)
ATPB	25015500	Panax quinquefolius	atpB(atpB)
ATPB	11637720	Acinetobacter pittii PHEA-2	membrane-bound ATP synthase, F0 sector, subunit a, important for FO assembly(atpB)
ATPB	20356324	Aegilops bicornis	protein-coding(atpB)
ATPB	17960588	Camellia oleifera	ATP synthase CF1 beta subunit(atpB)
ATPB	26122093	Oncidium sphacelatum	ATP synthase CF1 subunit beta(atpB)
ATPB	22548064	Erodium crassifolium	ATP synthase CF1 beta subunit(atpB)
ATPB	2740137	Treponema denticola ATCC 35405	V-type ATP synthase subunit B(atpB)
ATPB	27218309	Astrebla pectinata	ATP synthase CF1 beta subunit(atpB)
ATPB	22975229	Hesperocyparis glabra	ATP synthase CF1 beta subunit(atpB)
ATPB	26044233	Humulus lupulus	ATP synthase CF1 beta subunit(atpB)
ATPB	24019005	Habenaria pantlingiana	ATP synthase CF1 subunit beta(atpB)
ATPB	19524635	Olyra latifolia	ATP synthase CF1 beta subunit(atpB)
ATPB	24571780	Cypripedium japonicum	ATP synthase CF1 beta subunit(atpB)
ATPB	5236623	Dioscorea elephantipes	ATP synthase CF1 beta subunit(atpB)
ATPB	22974984	Callitropsis nootkatensis	ATP synthase CF1 beta subunit(atpB)
ATPB	27249090	Metroxylon warburgii	ATP synthase CF1 beta subunit(atpB)
ATPB	26888876	Arabidopsis pedemontana	ATPase beta subunit(atpB)
ATPB	9072970	Oncidium hybrid cultivar	ATP synthase CF1 subunit beta(atpB)
ATPB	2885885	Oryza nivara	ATPase beta chain(atpB)
ATPB	26219298	Polygonatum cyrtonema	ATP synthase CF1 beta subunit(atpB)
ATPB	27911198	Erythranthe lutea	ATP synthase CF1 beta subunit(atpB)
ATPB	8690371	Olea europaea	ATPase beta subunit(atpB)
ATPB	24146697	Solanum pimpinellifolium	ATP synthase CF1 beta subunit(atpB)
ATPB	26521607	Schrenkiella parvula	ATP synthase CF1 beta subunit(atpB)
ATPB	26376552	Woodwardia unigemmata	ATP synthase CF1 beta subunit(atpB)
ATPB	14658129	Arundinaria gigantea	ATP synthase CF1 beta subunit(atpB)
